"LOCATION","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","TAX_PPP_LAGGED2","PUBLIC_EXP_LAGGED2","PROP_PUBLIC_HEALTH_EXP_LAGGED2","OOP_PPP_LAGGED3","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","INCOME_CLASS","LONG","LAT"
"Malaysia",995.964387197198,996.699959899015,2.14666666666667,0.0517596448969213,23982.9917089486,33610.8019353354,6072.15374872056,0.0734585922424444,231.860968797826,33.2,0,2.15363143402515,3.1133333047231,99.022846667158,96.9037807432008,3.30266658465068,4.87513333333333,10.2333333333333,4.70625333333333,11.4510466666667,0.118796333333333,1.02051506666667,0.0718498333333333,0.580498333333333,0.4739611,3.53333333333333,1.2596,98.63,0.4,3.73666666666667,96.3333333333333,1.83,99.5521916707357,71.5986666666667,330800,28483905.0566969,86.1061216949725,"UM",109.69814844863,3.72558842577372
"Mali",959.997300586554,919.466305269249,6.32,0.0294391242826751,1150.84515393273,1380.35220442101,213.625156579203,0.129682990486651,29.7835253359038,NA,NA,3.12923310987879,7.35233322779338,30.1945062168129,68.0428390084264,9.24466673533123,1.946805,10.2,2.39052,50.40315,-0.713959666666667,-0.894476033333333,-0.975202633333333,-0.434095833333333,-0.5407255,6.66666666666667,0.1041,28.1,1.4,407.303333333333,68,0.1,25.9961107889811,36.799,1240190,16397154.3295831,13.2214856833091,"L",-3.54329433945334,17.2677720617007
"Mexico",994.329605062399,992.682040822245,2.49,0.0622942558626123,15244.4187520095,15886.5970257243,4231.45693495616,0.107963975064855,328.721482025244,38,1.4,3.89187176118735,5.1200000445048,85.8004215138939,96.2918306459897,5.06199995676676,5.39949666666667,29.7333333333333,5.19074,12.1116433333333,-0.391830966666667,0.2709747,-0.685562066666667,0.336585966666667,-0.544711233333333,4.56666666666667,2.0883,96.84,0.2,0.423333333333333,97,1.56666666666667,99.1988975600586,78.1103333333333,1964380,117749860.682334,59.9425063797909,"UM",-102.576349523987,23.9353719022448
"Moldova",987.751395330244,995.34525803496,1.38666666666667,0.114834385147163,3397.61065806024,5249.13219909797,1280.22508029177,0.154303073830254,131.677418792964,24.5,0.0333333333333333,6.57247872354112,6.56866677602132,75.1057151929796,86.8626495625242,5.20066658655802,6.17115,19.4666666666667,6.11459333333333,13.0841833333333,-0.635691633333333,-0.616260433333333,-0.128047966666667,-0.0969121333333333,-0.339747633333333,NA,2.4586,99.2666666666667,0.566666666666667,NA,91.6666666666667,6.2,99.9948883056641,42.589,33850,3847440.83622992,113.661472266763,"LM",28.4104827908033,47.2036764260675
"Mongolia",984.97843791963,987.553086712697,2.66333333333333,0.0365131929064851,8139.0123720034,11009.4936744046,3053.53027079782,0.0550056192643335,67.5017997787143,26.1666666666667,0.1,10.9355651798691,5.07433327039083,56.0539580477875,77.7736968605109,4.60833334922791,5.50439,7.56666666666667,5.31418,NA,-0.654122266666667,-0.5979517,0.558238666666667,-0.223119533333333,-0.3342394,19.5666666666667,2.8983,98.4,0.1,NA,98,6.51666666666667,76.6713679266471,67.8533333333333,1564120,2883569.15381516,1.84357284211899,"LM",102.946406208466,46.8236811262636
"Morocco",986.099674534538,990.532831499427,2.43666666666667,0.0582764648161947,7105.36083045786,14905.8925758983,2210.6734079917,0.076929488383239,191.90439718726,NA,NA,1.06253490390345,8.99666659037272,82.6482382369002,78.9542992426418,9.8876667022705,3.67141,14.8333333333333,3.97273333333333,19.0661166666667,-0.347495333333333,-0.10499,-0.415242966666667,-0.0936928666666667,-0.202900133333333,4.9,0.62,73.85,0.1,NA,99,0.966666666666667,92.9921366373698,58.5803333333333,446550,33520236.3581776,75.0649117863119,"LM",-8.42047954454969,29.8853946983021
"Mozambique",974.087683773308,949.324773495478,4.85333333333333,0.0246401378179641,811.674669455366,1828.75189726439,289.444311850189,0.123343288820022,2.73259829091973,NA,NA,NA,3.60999997456868,22.0387524540649,42.2780514648363,3.42900005976359,1.20726666666667,39.2,1.31937666666667,39.1232366666667,-0.502057566666667,-0.6173599,0.3723213,-0.425964333333333,-0.541607,27.4,0.0503333333333333,54.3,12.1,360.053333333333,75.3333333333333,0.7,19.0003716786702,32.3373333333333,799380,24338951.2683329,30.4472857318583,"L",35.4726159786443,-17.2304489756597
"Myanmar",978.431264767901,976.431154300974,2.15,0.0538080930732703,4036.42834917828,2055.15439395651,802.301403763567,0.0504102868393598,42.6710624115638,NA,NA,4.73580844389672,0.89166667064031,66.6259915691492,70.81640988204,0.997666637102764,3.04975,4.6,2.97656,38.23379,-1.44099266666667,-1.56537533333333,-1.113567,-2.06047233333333,-1.44696666666667,15.4,0.555866666666667,70.6,0.8,58.0466666666667,86,0.9,51.650001780192,29.0753333333333,676590,50525402.0087233,74.6765426753622,"LM",96.5058409420616,21.0169998737738
"Namibia",984.119734316053,978.872238785256,3.39333333333333,0.0425984616564254,7023.93512357267,21282.450136716,2523.18882896949,0.148838923837193,56.3699588569823,NA,NA,5.53417094353911,19.5036665598551,32.506644686199,80.4939284063696,21.60733350118,NA,24.4,NA,NA,0.328285633333333,0.0862809666666667,0.912233933333333,0.0689095666666667,0.179775366666667,35.8,0.374,NA,13.2333333333333,2.29,83,NA,46.4234962463379,42.6486666666667,824290,2149406.85305008,2.60758574415567,"UM",17.1561681261941,-22.0997769317311
"Nepal",981.20493122495,988.271144270213,2.51666666666667,0.0493133891925637,840.911036378208,1232.06298485372,144.84326552688,0.0895464150317891,20.1009286203916,26.4,3.1,9.33779645742825,1.54233332475027,43.7518638637286,85.9110000570181,1.314333319664,4.31891333333333,33.2,4.36046666666667,NA,-0.761474666666667,-0.919599833333333,-1.460549,-0.75552,-0.858102733333333,9.5,0.5036,36,0.2,2.86333333333333,88,0.3,72.7838022867839,17.1113333333333,147180,27972784.0406571,190.058323417972,"L",84.0131736769253,28.2394400190494
"Netherlands",997.483321868307,998.575924441878,1.73333333333333,0.157187021649836,47516.3898127634,94039.6315585566,21559.2959952268,0.190298609580395,468.478283417256,22.5,0,2.02397450866555,5.08266671498617,97.7906575008633,100.000000727081,5.38633330663045,7.47195666666667,40.0333333333333,7.53836,1.14658666666667,2.12732066666667,1.77722166666667,1.08061536666667,1.76526166666667,1.83421966666667,2.5,3.10763333333333,NA,0.2,NA,97,NA,100,87.867,41540,16652735.3282797,400.884336260947,"H",5.5122171009654,52.2987003744418
"New Zealand",997.581686235511,997.995719407306,2.12666666666667,0.13314016843287,33899.8386838007,87043.067377909,11034.6644933033,0.221141319376228,334.388389860025,NA,NA,2.46328123932083,6.65966685612996,100.000000455376,100.000000455376,7.0286668141683,8.48529666666667,32.6666666666667,8.29103666666667,NA,2.317255,1.83175566666667,1.324862,1.87939066666667,1.88810733333333,2.5,2.6411,96.45,0.1,NA,93.6666666666667,2.3,100,86.1403333333333,267710,4295286.6948102,16.0445508005312,"H",172.701925944056,-41.6625787571587
"Nicaragua",991.172506339762,993.468052825578,2.63,0.0470170800121255,2471.37114396186,3485.19798708968,559.32508490154,0.186305385272568,56.3215193151568,NA,NA,6.91035759108492,6.47300004959106,69.3959054082455,81.3523263228979,7.07666683197022,3.97848,33.7,3.76009,11.82405,-0.751331,-0.9195188,-0.372740866666667,-0.306426833333333,-0.761879533333333,19.9666666666667,0.8139,81,0.2,0.47,98,0.933333333333333,78.6645736694336,57.113,130370,5868777.58800578,45.0163196134523,"LM",-85.0203185008025,12.848190428037
"North Macedonia",993.383487086248,996.434938643026,1.51666666666667,0.119152454075371,10087.8683389235,15199.400229759,3018.24493724728,0.134076639682908,203.290070905662,26.8333333333333,4.23333333333333,2.91026170261666,31.4713338216146,94.5460125169258,94.7182433592625,31.1210009256999,6.50209,31.9666666666667,6.58359,NA,-0.0709178666666667,-0.0892651,-0.543043466666667,0.331013266666667,-0.240564166666667,4.53333333333333,2.7255,97,0.1,NA,95.3333333333333,4.5,NA,57.102,25710,2137414.61402418,83.135535356833,"UM",21.6979033752808,41.6059296471401
"Norway",998.529830526368,998.899711981755,1.86333333333333,0.151197124342278,56855.2679803822,148955.937420238,27530.0529600305,0.173089454644729,755.465539016688,20.7666666666667,0,1.46690736479995,3.28633324305217,98.0615690160011,100.000000015673,2.85633333524068,6.68070666666667,39.6,6.73770333333333,0.623026666666667,2.16364866666667,1.87520466666667,1.33258633333333,1.556717,1.90990866666667,2.5,4.18226666666667,99.1666666666667,0.1,NA,94,4.16666666666667,100,79.477,385178.0078125,4920718.29971594,12.7751797867735,"H",15.4681199552068,69.1568563097536
"Paraguay",995.435485146603,992.443762488287,2.84,0.054516665740112,8695.71385135498,7745.55996781795,2994.26380073992,0.105716645299627,200.666371534617,39.6,1.4,5.52701667480362,4.44099998474121,83.3216165449361,91.8652912292105,5.98366673787435,4.46598,12.5,4.33803666666667,11.82275,-0.767439433333333,-0.888781766666667,-0.799787,-0.349507466666667,-0.848787733333333,12.0333333333333,1.2859,95.7,0.5,0.0266666666666667,91.3333333333333,1.3,97.8343453333333,59.584,406751.9921875,6249121.95971642,15.3634698286512,"UM",-58.3873878335057,-23.2480419462921
"Peru",993.148829580388,991.53236881475,3.09333333333333,0.0693059526808058,9867.67803497569,15348.0297133635,2063.59519705669,0.134855493043003,149.535963533408,33.6666666666667,1.43333333333333,2.85111353949255,3.34299993515014,71.2563518475838,87.8029946863189,3.64100003242493,4.70927666666667,23.5,4.71890666666667,1.457355,-0.273073266666667,-0.164425,-0.889343266666667,0.468617,-0.571272466666667,10.2333333333333,1.0182,85.1666666666667,0.3,3.04333333333333,93,1.5,89.6433533333333,76.617,1285220,29484442.6704674,22.9411639022637,"UM",-74.3918058168472,-9.19156290513455
"Philippines",987.995290965311,985.219489523575,3.43,0.0420697025749975,4106.74975598674,5084.25317595263,693.52487563552,0.0665404811455296,79.7868838335771,36.3,2.3,3.84507243546935,3.56699999173482,69.8053176601404,90.599932344594,3.7843333085378,NA,22.6333333333333,NA,NA,-0.663489166666667,0.0666838,-1.410394,-0.174089666666667,-0.5289328,13.7,1.275,72.2,0.1,0.593333333333333,84.6666666666667,0.75,85.1766255696615,45.522,300000,97117176.5245849,323.723921748616,"LM",122.902672369887,11.7637993622977
"Poland",997.241095924347,998.228821403325,1.31666666666667,0.137327880393065,24694.0455944404,36284.7850401079,9912.93602979566,0.105292914744353,316.080566791593,25.5333333333333,0.1,3.4601555719309,9.78566678365072,94.955331955294,97.7017806641812,10.4403333663941,5.71035,22.4666666666667,5.72039666666667,7.43898333333333,0.5724453,0.645776066666667,1.04629066666667,0.956530833333333,0.743386733333333,2.5,2.19593333333333,99.8,NA,NA,99,6.5,100,60.7753333333333,312680,38457396.8492218,122.992826049705,"H",19.3110143084487,52.1482602193319
"Portugal",998.09606136851,998.348794281913,1.26666666666667,0.187808391130907,27749.4403830191,60444.9486523879,13522.8536384385,0.11848927673414,635.068980854725,28.1666666666667,0.2,2.60964081459226,12.9913336435954,98.9222353173836,99.6841165228174,13.4673334757487,6.45860333333333,28.2666666666667,6.40973,NA,1.0545243,0.9974857,0.744899633333333,0.724246166666667,1.04865233333333,2.5,3.9504,NA,0.6,NA,97.6666666666667,3.4,100,61.1656666666667,92210,10769776.8942655,116.796192324754,"H",-8.05576558829569,39.6340497749782
"Romania",995.794991677512,995.390180845828,1.46,0.158493475137971,11246.923312581,18726.3877977119,3714.6263841733,0.114766644343878,103.833440042546,25.0666666666667,2.06666666666667,5.07186421703739,6.97666676839193,79.8424452632396,100,6.24066670735677,7.81973,11.9666666666667,7.86621666666667,6.89498333333333,-0.234393066666667,-0.3021533,0.180677566666667,0.6185995,0.0490992333333333,2.5,2.5336,98.8333333333333,0.1,NA,91.3333333333333,6.2,100,53.921,238390,20481412.9437329,85.9155708869203,"UM",24.9432524946354,45.857101035738
"Russian Federation",995.972615077217,996.478949968836,1.63,0.124363170090997,25170.59,34292.4127854061,9104.105,0.09155621280523,401.8533,31.3,0,6.78820005662246,6.44699986775716,87.9677977473145,96.3162575739643,5.99666659037272,6.689385,13.7333333333333,6.746985,NA,-1.06596166666667,-0.453350466666667,-0.9151445,-0.346864833333333,-0.769710133333333,2.5,3.5562,99.3666666666667,NA,NA,97,8.6,100,73.7366666666667,17098250,145376501.412114,8.50241992087578,"UM",96.803318182901,61.9616634949229
"Saudi Arabia",994.985173024497,995.684183091947,2.13,0.0234423784621436,58016.6188343971,15301.1217277912,21066.3270143377,0.0901296470114596,319.929751565386,NA,NA,4.67730133439999,5.61333338419596,99.372884987204,98.980056389947,19.1693331400554,NA,0,NA,NA,-0.1010312,-0.0916486333333333,-0.390738266666667,0.0975014333333333,0.1184847,6.36666666666667,2.44303333333333,97,NA,0.0266666666666667,98,2.13333333333333,100,82.302,2149690,28999280.5522974,13.4899825334339,"H",44.5163637682648,24.1232898391053
"Slovak Republic",996.977889863015,996.904968218538,1.39,0.126599063353133,28773.8392714002,45190.3005045,11560.170550009,0.132328066376157,444.785247699247,21.0666666666667,0.2,2.82746891988898,13.986333211263,97.9078751300426,98.9985715042521,14.2486664454142,8.21683333333333,16.6666666666667,8.17377,3.71454,0.2221225,0.835349833333333,1.0388251,1.017602,0.556823533333333,4.1,NA,99.2333333333333,0.1,NA,99,6.13333333333333,100,54.4616666666667,49036.3346354167,5408211.01631746,110.289870899351,"H",19.5076571474337,48.7267113517275
"Slovenia",998.554863080907,999.135822945592,1.56666666666667,0.16630298114367,29703.0433502218,51808.8892973937,15632.3004293066,0.112091903788676,289.060236329921,20.8333333333333,0,2.06714526706018,8.08066685994466,99.1088802603738,99.5514878446157,8.1866668065389,6.82452,26.2666666666667,6.85369333333333,2.29481333333333,0.9038071,1.0158675,0.923609733333333,0.696388233333333,1.025415,2.5,2.4886,99.8666666666667,0.1,NA,96,4.56666666666667,100,52.883,20270,2043569.73062765,100.817450943643,"H",14.9381523207957,46.1254220590104
"Solomon Islands",987.734873235936,987.164668292397,4.55,0.0321892416036278,1117.39696843987,3269.40716491157,508.352981126894,0.117169257668195,2.8359433716417,NA,NA,4.76873157276732,1.90333334604899,27.851420408829,72.6405251579365,1.72900001207988,3.28294,0.666666666666667,3.47491,NA,-0.3496332,-0.875043466666667,0.2793895,-1.091751,-0.571680266666667,11.2666666666667,0.193966666666667,NA,NA,129.31,88.6666666666667,1.4,34.6669680277507,20.5086666666667,28900,564096.63658035,19.5189147605657,"LM",159.96661544743,-8.85249747084853
"South Africa",987.924454757074,980.240484275308,2.47,0.0531874761574648,9336.84261273211,24044.9979217602,2900.99477569499,0.139083777037606,53.9052667431157,51.3,4.9,4.9348801226058,24.6926670074463,70.0553030269659,90.0884286144351,27.1126664479574,4.80099666666667,43.0333333333333,4.66948333333333,NA,0.0258736333333333,0.3810411,-0.0102607,0.3839796,0.134686166666667,4.43333333333333,0.722866666666667,NA,19.2666666666667,1.50333333333333,74.3333333333333,NA,84.3,62.7453333333333,1219090,51362919.0070389,42.1321797464001,"UM",25.0480138798617,-28.9470332599791
"Spain",998.231769572853,998.535501899451,1.30666666666667,0.171209023834581,34447.517108362,46274.0653952839,14806.2629937708,0.141176581687119,619.004808137827,25.9,0.666666666666667,2.48067597603918,22.0123335520426,99.9039512634626,99.9953911550708,22.3586661020915,7.35838,36.2,7.33359666666667,0.14197,1.105568,1.04757193333333,-0.108818533333333,1.05971983333333,1.15060766666667,2.5,3.793,NA,0.4,NA,97,3.1,100,78.6723333333333,505713.333333333,47106878.0918262,93.1493693894293,"H",-3.61702060238737,40.3486561062267
"Sri Lanka",994.636540517715,996.740595336541,2.17,0.0746408238015317,8979.63636844244,8510.66365219392,1448.60762819925,0.0975968338719567,132.306349172679,32.2,0.3,6.82577702044198,4.31000010172526,91.7094517032813,85.9442864330344,6.9723334312439,7.96504666666667,5.63333333333333,7.86444,6.63766333333333,-0.350469166666667,-0.1713234,-0.7949325,-0.1480072,-0.122054666666667,12.9666666666667,0.7262,NA,0.1,0.06,99,3.55,87.2894651285807,18.211,65610,20697971.5464064,315.469769035306,"LM",80.6672357493165,7.7005344172481
"Sudan",975.649615446337,971.978305821086,4.99333333333333,0.0317436786672042,227.758634787936,164.114088002212,28.4359797329488,0.120629008177221,8.47887102427236,NA,NA,22.3009684190386,13.1906668345133,29.5767837892534,53.2791016320799,24.1203327178955,1.94442666666667,24.9333333333333,2.05795666666667,55.09504,-1.28451466666667,-1.380039,-2.48291933333333,-1.38336066666667,-1.27140133333333,23.5,0.28,72.4,0.2,27.5466666666667,91.6666666666667,0.766666666666667,35.9680519104004,33.214,NA,35032122.518777,NA,"LM",29.8626040122579,15.9905850031167
"Sweden",998.444008403591,998.708418022569,1.9,0.187888128405313,44124.3334463538,111430.429124457,21892.7800640064,0.179825574651991,630.166945050397,21.6333333333333,0.366666666666667,1.66917209076713,8.12999979654948,99.3086872667381,99.9999987206453,7.99833329518636,5.81975,44.8,5.85028333333333,7.24685666666667,2.261471,1.975429,1.16515166666667,1.821772,1.949243,2.5,3.96163333333333,NA,NA,NA,98,2.66666666666667,100,85.3243333333333,449340,9488054.52293285,21.1155350579357,"H",16.596265846848,62.8114849680803
"Switzerland",997.389271512648,998.765930227243,1.48666666666667,0.169869578218893,65102.8547332106,59326.3809837804,21229.4330447835,0.213557886894462,1779.77340074258,25,0,0.0756747279053576,4.5666667620341,99.893440631895,100.000001039077,4.90566682815552,6.63757,28.8333333333333,6.73127666666667,NA,2.08487833333333,1.878601,1.32575733333333,1.63434733333333,1.76920933333333,2.5,3.8427,NA,NA,NA,95.6666666666667,4.9,100,73.6303333333333,41290,8037727.71819642,194.665238997249,"H",8.11830061338549,46.7917376836676
"Tanzania",976.174579487182,963.453750812933,5.30666666666667,0.0320560986605781,2396.12102637958,2459.90358494741,414.613210650139,0.176512629377601,28.4537278314676,31,15.4,11.630739759008,3.24833337465922,20.8080518425526,45.6223696621848,3.97466667493184,1.62589,36,1.83813,NA,-0.62797,-0.6468366,0.0139308,-0.411594133333333,-0.508826566666667,33.7,0.0191,55.15,4.96666666666667,131.22,91,0.7,14.7666666666667,28.8016666666667,947300,45834812.8128094,48.3846857519364,"L",34.752989854756,-6.25773242850609
"Thailand",995.329493580581,994.946993777811,1.47,0.0892657735613659,11029.9533582156,17170.7575732571,2009.58622135255,0.145302184489949,44.47827824545,30.3333333333333,0,3.3570928363945,0.620666662851969,96.2607496910037,98.1050832807171,0.609666665395101,5.20022,14.9666666666667,5.02366,NA,-0.3411636,0.2060986,-1.26431766666667,0.2063079,-0.1865681,8.76666666666667,0.3905,99.6,1.43333333333333,2.34,99,2.1,99.1750129847318,44.6663333333333,513120,68209003.7501497,132.92992623587,"UM",101.006133546261,15.0169749914165
"Timor-Leste",985.555474283243,982.430893993354,4.71666666666667,0.0491337966974915,4914.77068630929,18877.6836342791,2525.72017086715,0.0584388815891323,15.2010677035695,NA,NA,10.6887089036987,3.25033338864645,46.9336925621288,65.9450936274695,4.20533339182536,4.19861666666667,33.3333333333333,4.22898666666667,29.82545,-0.7683884,-1.18627866666667,-0.404899333333333,-1.056574,-1.16250966666667,27.9333333333333,0.0785,29.3,NA,254.033333333333,74,5.9,46.5199508666992,28.0796666666667,14870,1134310.1406776,76.2817848471822,"LM",125.966300273684,-8.767760362467
"Togo",975.997157319592,958.895990784814,4.54333333333333,0.026834565024515,1177.87291507468,1986.02425746443,305.076365129366,0.0896361928452152,37.2569484848483,34.5,23.2,2.52888054796891,1.89833335081736,13.6818356450159,58.4269372893874,1.57500000794729,NA,11.1,3.85497,NA,-0.989949833333333,-1.35664,-0.242801566666667,-0.9074569,-0.9094674,20.1,0.2022,43.9,2.8,355.246666666667,84,0.7,36.6114421290572,38.037,56790,6541198.18964444,115.182218518127,"L",0.996403943670358,8.43954195466962
"Trinidad and Tobago",988.608293655072,993.014036992734,1.7,0.0890865908167931,37891.2656747725,97605.19279413,12887.5188421289,0.0769598574299143,767.816904864014,NA,NA,8.30553819377572,3.49200002352397,92.8750149352882,96.7636905592769,4.18466671307882,NA,28.6,NA,NA,-0.146294666666667,0.333968333333333,0.0648449333333333,0.394417733333333,-0.1548206,8.56666666666667,1.8149,99,NA,NA,90.6666666666667,2.4,99.6571477254232,53.844,5130,1357871.63438129,264.692326390115,"H",-61.3303669144497,10.4282370892019
"Turkey",991.392132664163,992.439142760695,2.12,0.0762628373160492,15014.0901618468,25612.8761752822,4724.55948189083,0.101076580933125,89.1308951437786,30.1,0.0333333333333333,7.97663128060079,9.20166651407877,93.3769126343902,98.1309643996064,10.2690003712972,5.77803666666667,12.5,6.01232,1.37960666666667,0.0770730666666667,0.350710166666667,-1.0319382,0.363032133333333,0.0739133,2.5,1.7213,NA,NA,0,97,2.56666666666667,99.9654795328776,71.4003333333333,785350,75237745.7298502,95.8015480102505,"UM",35.1169001509384,39.0683719406147
"Ukraine",995.357332141828,994.915790170399,1.45666666666667,0.149995362588375,3150.18748248383,6127.53943132576,1633.89898678065,0.0725859102415882,102.933777398489,20.8333333333333,0,5.96579456178004,7.83000024159749,95.8065641228544,94.6198724090563,6.69933334986369,6.49655333333333,8.46666666666667,6.57080333333333,5.46123,-1.05147433333333,-0.730633166666667,-0.0498582333333333,-0.5714562,-0.803110766666667,2.5,3.48986666666667,99.6,0.9,NA,59.3333333333333,9.1,99.9325378471887,68.689,603550,46081706.1117028,76.3510995140466,"LM",31.2291220702665,49.1488226084035
"United Arab Emirates",992.423490561154,993.621917009794,1.42333333333333,0.00477327949834949,75602.43480575,2582.86942582968,22590.4463305683,0.0815229370296841,382.392456756083,NA,NA,0.806277420036993,2.52199999491374,98.561329926849,95.8510972724822,6.01199992497762,NA,19.1666666666667,NA,NA,1.0457672,1.03427803333333,0.859061666666667,0.4819057,0.4557685,5.5,1.48886666666667,NA,NA,NA,95,1.36666666666667,100,84.4196666666667,83600,9127528.81202778,109.18096665105,"H",54.2067147615963,23.8686336533476
"United Kingdom",997.315675618274,998.195820844212,1.86,0.163589161960787,37970.4051445545,91221.7391508081,15949.4638389827,0.179244149646593,276.544946808464,25.5333333333333,0.133333333333333,2.97400065601471,7.90300003687541,99.1171896326359,99.9999984690343,7.19799995422363,6.75249333333333,22.2666666666667,6.73850333333333,2.39358666666667,1.63169033333333,1.558274,0.388598833333333,1.67786666666667,1.71115666666667,2.5,2.70596666666667,NA,NA,NA,94.6666666666667,2.9,100,81.5696666666667,243610,64096368.5031186,263.110580448744,"H",-2.85313539518056,53.9147734805371
"United States",996.150728432384,997.092030222756,1.88666666666667,0.131362731462389,51387.1878039841,52493.8799990643,18766.5746717486,0.279441002104846,902.315595125034,29.4,0.9,2.28874075875751,8.8836669921875,99.9688329257955,99.2380456077506,8.32000017166138,5.74851666666667,17.2,5.72435666666667,NA,1.3171,1.53549633333333,0.5540311,1.40266166666667,1.62180866666667,2.5,2.47023333333333,99.2666666666667,0.4,NA,95,2.93333333333333,100,80.945,9831510,311384610.300317,31.672104315646,"H",-112.599435911504,45.7056280021519
"Uruguay",994.999113750179,995.947253777123,1.97,0.13939764308757,9057.2685709658,16459.6049631542,2807.65975840824,0.184674571462788,128.583508604852,31.5666666666667,0.0333333333333333,7.62976891284909,6.63866678873698,95.4021136268566,98.5586365869403,8.62633355458577,6.59072,13.1333333333333,6.09475,NA,1.30456333333333,0.540866366666667,0.8304169,0.421961733333333,0.676931033333333,2.5,3.736,99.6,0.5,NA,95,2.23333333333333,99.1695206705729,94.5883333333333,176220,3368697.21589525,19.1164295533722,"H",-56.0032786665485,-32.7809043652308
"Uzbekistan",988.571261533051,989.307021278948,2.54333333333333,0.0400171239112231,84.1419767822197,119.040342847117,24.474123980012,0.0959255228778467,1.70501010452368,NA,NA,NA,5.06333335240682,99.0583620830221,96.4659062314596,4.91833337148031,7.24678333333333,22,7.26388333333333,6.84295,-1.323114,-0.7698157,-0.612965566666667,-1.56380766666667,-1.38400166666667,8.16666666666667,2.4895,100,0.166666666666667,0.0333333333333333,99,4.3,99.9948374430338,51.052,447400,29388714.086271,65.6877829375748,"LM",63.2036395282318,41.7486026646522
"Vanuatu",986.077143412793,985.26714961088,4.01666666666667,0.0374281768149476,2281.040874784,3873.98583082547,561.65064302596,0.139724964255332,6.47297165796966,29.4,3.2,1.66129714277705,5.85833342870077,46.5128120030584,87.1883149422807,6.52833334604899,4.20267,1.9,4.26771,NA,0.309403833333333,-0.246403733333333,1.195456,-0.716152033333333,0.274314633333333,6.1,0.15095,NA,NA,49.52,79.3333333333333,NA,38.4385948181152,24.5613333333333,12190,253275.235880074,20.7772958064048,"LM",167.073751268227,-15.5426770575549
"Zambia",978.526564273812,962.629262965458,5.21666666666667,0.0240435045247911,2318.22439818971,3403.57831589157,546.634381761977,0.14536255222232,15.7683689190398,45.2,31.6,7.16901928398432,10.4133330980937,25.4739290139423,56.3997302594994,10.116666952769,NA,12.3333333333333,NA,NA,-0.395565066666667,-0.662169066666667,0.562029233333333,-0.453952,-0.437291,48.8333333333333,0.128566666666667,NA,12.8666666666667,166.72,80.6666666666667,2,23.7411034901937,39.8533333333333,752610,14164549.846672,18.8205708755824,"LM",27.7275919187606,-13.3950675535242
