"LOCATION","INCOME_CLASS","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","GDP_PPP_LAGGED1","TAX_PPP_LAGGED2","PUBLIC_EXP_LAGGED2","PROP_PUBLIC_HEALTH_EXP_LAGGED2","OOP_PPP_LAGGED3","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT","PRED_NEO","IC_05_NEO","IC_95_NEO","PRED_NEO_U5","IC_05_NEO_U5","IC_95_NEO_U5","IMPACT_NEO","IMPACT_NEO_U5","HEALTH","NON_HEALTH","EFI","TARG_HEALTH","TARG_NON_HEALTH","TARG_IMPACT_NEO","TARG_IMPACT_NEO_U5","TARG_PROP"
"Cameroon","LM",21.1056572335672,45.251793677206,4.73666666666667,0.0273209628117313,2732.66533098562,3181.43051068007,523.596188770652,0.0458083827826094,63.1628487696146,31.0333333333333,8.1,2.31679223358991,3.98266673088074,38.9809934583637,60.2657992641592,4.70433330535889,3.372065,13.9,3.67854,36.35953,-1.15594033333333,-0.8927124,-0.662392266666667,-0.826607066666667,-1.062413,10.1666666666667,0.08775,56.1,4.4,275.736666666667,83.6666666666667,1.3,53.9429954528809,52.164,475440,22996807.2909981,48.3695256835733,12.6115515465018,5.6630952879927,-0.0000913609528163904,-0.0000915391169816907,-0.0000911827886510902,-0.000149408766136662,-0.000149909997908043,-0.000148907534365282,0.0000913609528163904,0.000149408766136662,23.9850946387214,499.611094131931,0.6162,23.9850946387348,334.678492167592,0.000122499340920851,0.000284601201888128,0.0668735146835142
"Central African Republic","L",54.3028028904724,117.233271729261,4.34333333333333,0.0227277478226942,420.694512618163,35.5573979019109,54.5696988406489,0.191083217774853,9.81086779854792,32,10.8,2.85535144899526,6.94866673151652,23.9447708165852,46.9826032176212,7.69333330790202,0.883905,11.5333333333333,1.276435,55.252365,-0.956380733333333,-1.37287933333333,-1.88764566666667,-1.14280733333333,-1.342777,34.3,0.019,40,4.8,468.43,46.3333333333333,1,10.8031955718994,39.1423333333333,622980,4490117.56515673,7.20748268829936,20.3743472912439,6.54277870592131,-0.0000558510485931502,-0.0000559236881987032,-0.0000557784089875972,-0.0000875795358265094,-0.0000879365338108413,-0.0000872225378421775,0.0000558510485931502,0.0000875795358265094,10.4273536474759,44.142345193173,0.37076,2.86683582034766,44.1423451931565,0.000125411591172928,0.000275779531555312,0.0609845940418344
"Chad","L",31.4938241931957,82.0441238574992,7.12666666666667,0.0266399475843264,1931.00351726437,0,421.972496699055,0.092860172722846,41.7461876701091,32.4,15.3,2.74534799079316,1.7199999888738,10.0371738769333,39.6528063738287,1.75566665331523,0.96812,10.9666666666667,1.58982,49.80835,-1.341197,-1.44186833333333,-1.29567666666667,-1.055336,-1.48120666666667,38.8333333333333,0.0416,16.6,1.46666666666667,287.14,37.3333333333333,0.3,6.70455468495687,22.0603333333333,1284000,12249269.6052408,9.5399295990972,18.5813295253329,15.3288673998397,-0.0000603552409936742,-0.0000604327527747786,-0.0000602777292125698,-0.0000672005656234535,-0.0000673319565783802,-0.0000670691746685267,0.0000603552409936742,0.0000672005656234535,39.1844389277648,382.78805777129,0.31826,39.1844389277649,382.788057771675,0.000124184364195858,0.00028403196567036,0.0928601727227614
"Congo, Dem. Rep.","L",27.9643984567718,60.9414940046177,5.70333333333333,0.0256556119123107,238.468155806958,0,34.0220506566727,0.134283629051744,2.65284176729011,32,38.6,10.712781325561,4.24300003051758,20.4905512356994,40.0780604816403,3.39633337656657,1.93119,8.65,2.62433,15.5621333333333,-1.39256766666667,-1.68995866666667,-2.165208,-1.532432,-1.631962,15.4,0.0228,74.2,1.06666666666667,342.666666666667,69.6666666666667,0.7,13.9263386408488,40.5463333333333,2344860,68556993.3216794,29.237137109115,23.5829558314791,-2.85027571109567,-0.0000765618747765926,-0.0000766898053392959,-0.0000764339442138894,-0.0000752480190736771,-0.0000756386237531541,-0.0000748574143942001,0.0000765618747765926,0.0000752480190736771,4.56860442996028,29.4534462267124,0.41616,1.30182005411703,29.4534462267196,0.000117863836067459,0.000245791082249666,0.0423283623113415
"Congo, Rep.","LM",18.5179214988286,33.5537462362475,4.01666666666667,0.0297768886790606,1800.05385680842,1987.26757024089,916.412633674061,0.0316277988524069,12.562201146949,37.9,14.9,2.38709992843677,12.0363334019979,16.6311320698641,66.9512183907692,13.2153333028158,3.38544,7.33333333333333,3.64832,12.36,-1.159026,-1.198988,-0.386802033333333,-1.29931266666667,-1.188576,39.7333333333333,0.10545,92.5,3.06666666666667,193.056666666667,80.3333333333333,1.75,42.984475962321,63.7123333333333,342000,4294825.6888404,12.5579698504105,15.1344617674135,-0.837801087225289,-0.000106265065016584,-0.000106485844030257,-0.000106044286002911,-0.000178316656453999,-0.000178997909601939,-0.000177635403306059,0.000106265065016584,0.000178316656453999,28.9841144436477,887.428519230413,0.72622,28.9841144436661,401.298083284363,0.000121860572663442,0.000286596830133602,0.0673607102425053
"Cote d'Ivoire","LM",30.3382749330152,47.7473295233701,4.86,0.0236372247478558,2842.10379504436,3635.29918437935,547.498088781825,0.0783858987842691,75.1914906567586,32.2,6.76666666666667,2.48113375701179,7.08833328882853,27.5740209077241,72.2097126529079,7.11633332570394,3.372065,10.1,3.85497,52.15047,-1.00039336666667,-1.179696,-1.417721,-0.853481733333333,-1.18856033333333,21.6666666666667,0.14905,59.4,3.46666666666667,341.733333333333,76.3333333333333,1.7,58.0042256673177,47.751,322460,22077869.0232352,68.4670006302648,-5.61204364522522,7.55375500701049,-0.0000940734230967976,-0.0000943217358879593,-0.000093825110305636,-0.000196842608818768,-0.000197704769558261,-0.000195980448079274,0.0000940734230967976,0.000196842608818768,42.9161297718329,504.581959009992,0.72241,42.9161297718608,336.766430869133,0.0001259562943009,0.000281406970917459,0.113031606454108
"Djibouti","LM",13.5189286516989,19.5885757129845,4.33,0.0260130813568195,3259.63078837349,0,1170.84509302056,0.0796270962477998,30.1025362498207,34.4,7.9,4.25000073819586,12.3946666717529,56.0860492581875,75.5205136981776,13.2396669387817,2.42273,13.8,2.75718,19.83698,-0.425620366666667,-0.994368533333333,0.1972679,-0.531019533333333,-0.775886533333333,21.2666666666667,0.229,87.4,1.5,1.47666666666667,85.3333333333333,1.4,53.6446398417155,77.067,23200,933312.396428908,40.2289826046943,42.4980197360445,11.7730443955339,-0.0000797678958652273,-0.000079956718622894,-0.0000795790731075605,-0.000105921165284366,-0.000106338817876222,-0.00010550351269251,0.0000797678958652273,0.000105921165284366,93.2309949132122,1077.61409810735,0.46168,93.2309949132007,891.808548987557,0.000122239211991973,0.000296530386071367,0.0946469565516181
"Egypt, Arab Rep.","LM",7.93184776027268,13.3783606520527,2.98333333333333,0.0348597129556151,13215.815069963,16244.0876146219,4443.42175931847,0.0426695581381484,337.362538282801,25.4,0.2,9.47908692981685,11.0676666895548,93.512270850691,98.6718077908573,22.8596668243408,4.53668333333333,5.56666666666667,4.57764333333333,28.06268,-0.641652666666667,-0.582485933333333,-1.25726843333333,-0.3312291,-0.367950133333333,4.46666666666667,2.83,72.4,0.1,1.50333333333333,95.3333333333333,0.9,99.7342895507813,42.9883333333333,1001450,84950122.222404,84.8271228942074,29.8444615131244,26.5066199997496,-0.0000825209960963228,-0.0000827201969875186,-0.000082321795205127,-0.000149378086919974,-0.00014967798245725,-0.000149078191382698,0.0000825209960963228,0.000149378086919974,189.598843091553,4253.82291622692,0.55977,189.598843091558,1577.77828226253,0.000123976182859271,0.000309291295739912,0.107276958817475
"Ethiopia","L",24.8917976457494,30.4955514052163,5.25,0.0256443405010139,1632.55046953731,1262.44361422066,252.990072762393,0.10514596209693,24.1664402838354,27.4,9,21.8411926209802,2.29200005531311,5.94081213217516,34.3087955379468,3.00933329264323,2.02619666666667,27.8,2.18338666666667,41.0545366666667,-0.650385266666667,-0.447220433333333,-1.56877866666667,-0.972681266666667,-0.739564333333333,30.5666666666667,0.022,10,1.3,98.55,62.6666666666667,6.3,25.4656174977621,17.738,1104300,88463390.7133349,80.1081143831703,39.5512557929377,8.65399918813258,-0.0000967727955016075,-0.0000969286436939201,-0.0000966169473092949,-0.0000636594383972959,-0.0000638017417918807,-0.0000635171350027111,0.0000967727955016075,0.0000636594383972959,26.6008846015741,226.389188160819,0.35111,15.8592510795485,226.38918816087,0.000123537650656122,0.000281357333378339,0.0654668865123586
"Gambia, The","L",22.3046486921144,26.1219934385223,4.66333333333333,0.0339226893596802,1365.44716920331,0,368.37797747908,0.151598687451161,16.3585325874413,34.9,7.4,4.69998544322863,9.57500012715658,43.0136256074691,76.7951468540364,12.852666536967,3.34048,7.5,3.42573,22.81445,-0.582736,-0.599689533333333,0.0214558666666667,-0.303817233333333,-0.5583592,9.26666666666667,0.038,56.1,1.9,282.41,97,1.1,41.4410235087077,56.3836666666667,11300,1816509.59170952,160.753061213232,-15.4318728077308,13.4753343587017,-0.000048569333894817,-0.000048626614260048,-0.000048512053529586,-0.000054323314059734,-0.0000545181055341735,-0.0000541285225852945,0.000048569333894817,0.000054323314059734,55.8456178717419,312.532359607338,0.2576,39.599391707188,312.532359607438,0.000125911183952628,0.000280940926688039,0.112456180277269
"Georgia","LM",6.45991671873534,4.7103603229966,2.09,0.138284875061547,7192.32565020499,15465.6995709172,1940.16145195939,0.081890681769626,348.854296973028,29.5333333333333,3.23333333333333,5.55245212607614,17.3233331044515,91.5001675389812,96.0079807667576,15.6193335851033,6.689385,8.36666666666667,7.08549,2.78733,0.175863066666667,0.489587233333333,-0.6852423,0.6505901,-0.116151966666667,7.96666666666667,4.38313333333333,99.7333333333333,0.233333333333333,0,92.6666666666667,2.76666666666667,99.7119903564453,55.919,69700,3925584.77027172,56.3211588274278,43.4815426540903,42.162015014153,-0.0000432525626127514,-0.000043293698491459,-0.0000432114267340438,-0.000066769625918825,-0.0000668616841284155,-0.0000666775677092346,0.0000432525626127514,0.000066769625918825,158.881144044102,1781.28030791529,0.26937,158.881144044114,1359.12224479038,0.000123422515330474,0.000305223696533526,0.104664551616121
"Ghana","LM",25.0806664797076,26.7683823891477,3.75333333333333,0.0340425235047233,2582.79505474373,1393.93252342105,727.973366779372,0.109343739698337,45.7184023875689,31.7,3.5,8.85358500435182,5.74466673533122,14.5759695647606,75.3723248356505,6.22033325831095,3.78957,8.3,4.02827,50.40315,-0.0469185333333333,-0.0456240666666667,0.107966766666667,0.1229831,-0.0074845,5.56666666666667,0.0949,67.2,1.86666666666667,364.106666666667,92.3333333333333,0.9,66.1299765633138,51.3933333333333,238540,25891791.8681621,108.542767955739,-1.2369685557064,7.92865181309965,-0.0000697841248439922,-0.0000699947502145268,-0.0000695734994734576,-0.0000876535687709137,-0.000088071846397351,-0.0000872352911444763,0.0000697841248439922,0.0000876535687709137,79.5993303244457,648.374036454926,0.39308,79.5993303245224,648.374036455712,0.000125431771432058,0.000288434092177976,0.109343739698313
"Guatemala","LM",10.8137251427025,17.480692705874,2.81,0.0479993043946136,3692.55967409597,3819.63929480582,477.136315868735,0.170024740219529,114.778016170347,33.7,2.06666666666667,4.61848019193316,3.46266667048136,64.7342534646182,91.3277970690097,4.62833333015442,3.12438666666667,12.8666666666667,3.23826666666667,22.96472,-0.572982833333333,-0.717102766666667,-0.7436287,-0.1528551,-1.02427223333333,15.9666666666667,0.7262,52.3,0.533333333333333,0.74,92.6666666666667,0.6,84.9772113439128,48.7013333333333,108890,14769749.2547632,135.639170307312,-90.3694583605315,15.6993606120269,-0.0000722962401306722,-0.0000724506280897655,-0.000072141852171579,-0.0000828786877891222,-0.0000831393655540877,-0.0000826180100241567,0.0000722962401306722,0.0000828786877891222,81.1249781548848,396.01133771385,0.38813,51.0245419139173,396.011337713834,0.000126066575332646,0.000282546306799639,0.114139701619489
"Guinea","L",31.462160332813,64.2334823792632,5.05666666666667,0.0380409514523848,1318.36036243908,0,246.790813991289,0.0711188063481294,24.7757048022554,26.4,10.3,17.3458496302102,4.2039999961853,18.0150647038817,62.8939729445343,3.14066664377848,2.12064,2.9,2.735875,51.35491,-1.11446566666667,-1.16697466666667,-1.45404833333333,-1.040136,-1.443962,17.1,0.1,45.3,1.6,400.433333333333,61.3333333333333,0.3,26.2821379343669,33.9663333333333,245860,10230380.8060241,41.6105946718626,-11.0608537411855,10.4482728772713,-0.0000827446598074467,-0.000082872476860072,-0.0000826168427548215,-0.0000638186074872199,-0.000064059070677416,-0.0000635781442970237,0.0000827446598074467,0.0000638186074872199,17.5514681087437,229.239345882545,0.33883,16.0731220244128,229.239345882703,0.000123510322504586,0.000281442711495471,0.065521015550252
